project_name,first_donation_date,-6月,-5月,-4月,-3月,-2月,-1月,0月,1月,2月,3月,4月,5月,6月
pattern-tech,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
passportxyz,2024-10-01,0.0,0.0,2.0,3.0,38.0,30.0,37.0,26.0,19.0,24.0,23.0,31.0,34.0
sargo-io,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
openlabelsinitiative,2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0
nounspace,2024-08-01,0.0,0.0,0.0,0.0,0.0,9.0,16.0,25.0,17.0,0.0,8.0,24.0,13.0
armitage-labs,2024-04-01,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
snapshot-labs,2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0
shadowsocks,2020-12-01,58.0,41.0,25.0,54.0,74.0,69.0,143.0,61.0,37.0,50.0,70.0,36.0,33.0
pypa,2021-09-01,184.0,160.0,105.0,93.0,173.0,87.0,183.0,63.0,151.0,195.0,292.0,134.0,216.0
learnweb3dao,2022-03-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,2.0
goerli,2020-04-01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0
sushi,2021-02-01,0.0,1.0,2.0,6.0,5.0,3.0,24.0,21.0,3.0,25.0,28.0,9.0,74.0
metagov,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alphawallet,2020-12-01,78.0,56.0,27.0,53.0,28.0,70.0,39.0,38.0,62.0,63.0,30.0,36.0,28.0
atxdao,2022-08-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tor-project,2021-06-01,0.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
commonsbuild,2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0
guardian-project,2024-10-01,6.0,2.0,8.0,0.0,0.0,0.0,8.0,2.0,0.0,23.0,2.0,4.0,6.0
atilatech,2023-08-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
apeworx,2022-06-01,26.0,41.0,20.0,28.0,26.0,34.0,29.0,29.0,30.0,43.0,14.0,21.0,11.0
orbitdb,2024-04-01,1.0,85.0,3.0,9.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0
dimensiondev,2020-04-01,27.0,39.0,69.0,16.0,41.0,34.0,23.0,25.0,50.0,39.0,40.0,35.0,76.0
planetable,2023-04-01,8.0,12.0,1.0,6.0,0.0,0.0,3.0,11.0,1.0,3.0,2.0,4.0,0.0
spect-ai,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
matrixai,2024-10-01,20.0,42.0,33.0,20.0,21.0,9.0,12.0,26.0,8.0,11.0,6.0,17.0,13.0
redstone-finance,2022-06-01,0.0,0.0,2.0,0.0,0.0,9.0,4.0,19.0,13.0,4.0,12.0,14.0,37.0
nftearth,2023-09-01,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cartesi,2021-02-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
electronic-frontier-foundation,2021-11-01,6.0,32.0,39.0,40.0,22.0,0.0,10.0,6.0,7.0,44.0,5.0,3.0,7.0
filswan,2022-03-01,0.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0
metagame-metafam,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,32.0
poapin-glory-lab,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0
hausdao,2022-09-01,9.0,28.0,17.0,33.0,26.0,7.0,6.0,5.0,52.0,2.0,25.0,19.0,12.0
wighawag,2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,5.0
qortal,2023-11-01,1.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0
curve,2020-04-01,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
prettier-solidity,2020-12-01,3.0,1.0,2.0,5.0,4.0,25.0,0.0,2.0,3.0,1.0,8.0,6.0,5.0
beacon-chain,2020-02-01,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,5.0,14.0,4.0,10.0
reach-sh,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
defi-wonderland,2022-08-01,0.0,0.0,0.0,0.0,12.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
revm-bluealloy,2022-06-01,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,8.0,5.0,7.0,1.0
openlittermap,2024-08-01,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
web3j,2024-04-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lexdao,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0
alto-io,2020-10-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
talent-dao,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
opensource-observer,2023-11-01,0.0,0.0,0.0,0.0,0.0,100.0,71.0,19.0,46.0,56.0,76.0,39.0,71.0
kakarot-kkrt-labs,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,88.0,156.0,223.0,111.0
ethstorage,2024-01-01,4.0,5.0,13.0,5.0,11.0,26.0,27.0,13.0,17.0,10.0,13.0,14.0,18.0
replica-io,2023-08-01,0.0,3.0,0.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0
dapp-learning-dao,2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0
talentlayer-labs,2023-08-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
corpus-io,2023-04-01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,9.0,1.0,6.0
chainwayxyz,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
crypto-jobs-crawler,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
othub-io,2023-11-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grayareaorg,2023-08-01,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openfort-xyz,2025-02-01,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pluralitybook,2023-11-01,0.0,0.0,0.0,1.0,0.0,16.0,10.0,10.0,16.0,67.0,206.0,19.0,14.0
givepraise,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
huddle01,2024-03-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
spinamp,2022-08-01,0.0,0.0,2.0,1.0,0.0,1.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0
digitalax,2021-06-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decentraschool,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sol-dao,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
zokrates,2019-02-01,0.0,0.0,1.0,4.0,4.0,10.0,7.0,1.0,12.0,7.0,3.0,26.0,11.0
pairwise-general-magic,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,10.0
ethereum-cat-herders,2019-02-01,3.0,22.0,3.0,3.0,0.0,6.0,1.0,14.0,9.0,8.0,7.0,10.0,1.0
kiwi-news-attestate,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
growthepie,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
plume-sig,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0
namesys-eth,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,0.0
kleo-network,2023-08-01,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
bladedaogames,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
radardao-xyz,2023-08-01,0.0,0.0,0.0,1.0,0.0,7.0,101.0,13.0,1.0,0.0,0.0,0.0,0.0
shenanigandapp,2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,10.0,10.0
radicalxchange,2019-10-01,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viaprize,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,14.0
rite-of-moloch,2023-11-01,22.0,32.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opendataforweb3,2023-04-01,0.0,0.0,3.0,15.0,3.0,35.0,15.0,1.0,0.0,15.0,0.0,6.0,0.0
hyperfiles-org,2024-04-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nimi-app,2022-08-01,0.0,0.0,0.0,0.0,1.0,11.0,21.0,9.0,2.0,2.0,0.0,16.0,1.0
mach-34,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
whitehatdao,2022-03-01,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
aura-meta-node,2023-04-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a51finance,2024-10-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
defluencer,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
w3itch-crafter,2022-06-01,0.0,0.0,0.0,0.0,45.0,23.0,61.0,8.0,0.0,0.0,0.0,0.0,0.0
builders-garden,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
techstationspace,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0
ethui,2024-04-01,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,2.0,2.0,4.0,0.0
nerd3lab,2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dappnode,2019-10-01,7.0,71.0,22.0,37.0,7.0,5.0,6.0,6.0,12.0,1.0,55.0,0.0,5.0
gelato,2020-02-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0
fairdatasociety,2023-08-01,15.0,20.0,10.0,38.0,41.0,19.0,37.0,48.0,40.0,4.0,17.0,4.0,2.0
thebadge,2023-08-01,0.0,0.0,0.0,6.0,0.0,8.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0
filecoin-project,2021-02-01,427.0,333.0,408.0,346.0,127.0,438.0,279.0,253.0,220.0,216.0,221.0,369.0,441.0
tellor-io,2020-04-01,3.0,2.0,3.0,4.0,16.0,8.0,19.0,3.0,2.0,2.0,4.0,0.0,3.0
lxdao-official,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
curvegrid-multibaas,2024-06-01,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
whynotswitch,2023-04-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zkbob,2023-04-01,6.0,25.0,32.0,21.0,11.0,8.0,5.0,1.0,2.0,3.0,3.0,3.0,9.0
rotki,2020-02-01,0.0,0.0,0.0,4.0,15.0,23.0,23.0,25.0,43.0,32.0,15.0,42.0,63.0
elimu-ai,2021-05-01,34.0,31.0,15.0,9.0,3.0,7.0,18.0,21.0,2.0,22.0,17.0,0.0,0.0
idena-network,2020-12-01,5.0,26.0,5.0,10.0,3.0,4.0,1.0,2.0,30.0,26.0,5.0,3.0,8.0
ethersphere,2020-04-01,36.0,19.0,11.0,16.0,4.0,13.0,27.0,29.0,39.0,22.0,46.0,62.0,62.0
stableunit,2023-08-01,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bitquery,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
unchain-tech,2023-08-01,4.0,25.0,28.0,33.0,12.0,0.0,16.0,9.0,5.0,8.0,1.0,1.0,0.0
threefoldfoundation,2023-07-01,20.0,19.0,22.0,26.0,48.0,20.0,44.0,17.0,6.0,7.0,12.0,19.0,11.0
here-wallet,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
scamsniffer,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
banyancomputer,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,76.0
vacp2p,2024-04-01,1.0,2.0,0.0,3.0,4.0,7.0,4.0,3.0,84.0,2.0,9.0,7.0,25.0
ipni,2024-10-01,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
leastauthority,2020-07-01,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
eth-brownie,2020-07-01,0.0,0.0,0.0,0.0,4.0,19.0,12.0,7.0,5.0,10.0,11.0,12.0,8.0
raid-guild,2020-02-01,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0,8.0,4.0,18.0
ezkl-zkonduit,2023-04-01,3.0,0.0,2.0,0.0,5.0,7.0,4.0,8.0,10.0,3.0,7.0,2.0,8.0
dspytdao,2023-04-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
l2beat,2021-11-01,0.0,4.0,5.0,0.0,5.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0
gnosischain,2023-04-01,23.0,51.0,71.0,33.0,30.0,94.0,112.0,52.0,111.0,238.0,75.0,702.0,348.0
drand,2024-10-01,42.0,11.0,9.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0,17.0
naturalselectionlabs,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0
zigzagexchange,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,57.0,13.0,56.0
blockchain-lab-um,2024-04-01,0.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethereum-attestation-service,2023-08-01,0.0,0.0,1.0,3.0,4.0,1.0,10.0,4.0,5.0,2.0,4.0,2.0,3.0
defi-llama,2021-09-01,3.0,1.0,3.0,5.0,4.0,4.0,14.0,1.0,8.0,6.0,7.0,3.0,9.0
clrfund,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,14.0,12.0,23.0
wtfacademy,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0
coin-cashew,2020-12-01,0.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,6.0,1.0,7.0,4.0,0.0
ambiretech,2023-11-01,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,25.0,8.0
dypfinance,2021-03-01,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
nativesintech,2022-03-01,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dexkit,2023-04-01,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zkemail,2023-08-01,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,9.0,5.0,3.0,12.0
artizen-fund,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stereum-dev,2021-03-01,0.0,0.0,12.0,4.0,10.0,8.0,10.0,2.0,6.0,5.0,5.0,0.0,1.0
hats-protocol,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,5.0,0.0,0.0
fluidkey,2024-04-01,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plebbit,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
benzin-web3-oss,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
astrodevs-labs,2023-09-01,0.0,0.0,0.0,0.0,4.0,27.0,15.0,42.0,12.0,3.0,5.0,1.0,3.0
impact-stream-0xprimordia,2023-08-01,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,26.0,26.0,4.0,0.0,0.0
upchain-lbc-team,2021-03-01,11.0,7.0,12.0,10.0,5.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,3.0
solidity-analyzer-parmanuxyz,2023-09-01,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfacet,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
theskeletoncrew,2022-03-01,0.0,2.0,14.0,8.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
frame-floating,2020-10-01,0.0,0.0,0.0,3.0,6.0,14.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0
smoldapp,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0
function03-labs,2023-11-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ubeswap,2025-04-01,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xdeadlist,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tcfev,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ephemery-testnet,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0xfableorg,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,7.0
lighthouse-sigp,2019-02-01,2.0,2.0,9.0,10.0,13.0,14.0,26.0,28.0,13.0,6.0,12.0,23.0,10.0
citizenwallet,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,6.0,1.0,4.0
0x3327,2023-11-01,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blockful-io,2024-01-01,0.0,0.0,0.0,15.0,53.0,52.0,27.0,56.0,36.0,27.0,40.0,28.0,57.0
darkforest-eth,2021-03-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0
us3r-network,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ethereum-ecuador,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
monas-project,2024-04-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,7.0,0.0
couger-inc,2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0
proveuswrong,2023-08-01,0.0,1.0,12.0,33.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
pentaclexyz,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
openbuildxyz,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
web3privacy,2025-04-01,4.0,1.0,6.0,11.0,25.0,2.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0
pizzadao,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
goodhive,2023-04-01,0.0,0.0,0.0,0.0,4.0,0.0,15.0,13.0,8.0,3.0,0.0,3.0,0.0
ludium-official,2024-08-01,1.0,0.0,0.0,22.0,5.0,6.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0
ethhub-io,2019-02-01,0.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,6.0,0.0,4.0,3.0,0.0
vaariance,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
denotalabs,2024-04-01,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dasylang,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
iounet,2022-06-01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optionhq,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,6.0,15.0,0.0
ethblockart,2021-03-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
thenamespace,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
opentothepublic,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
yohakuxyz,2024-08-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eth-pkg,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0
peeramid-labs,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,11.0,9.0
rolod0x,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
circuitscan,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0
verifereum,2025-04-01,0.0,1.0,1.0,1.0,6.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
greenpill-dev-guild,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,80.0,13.0,7.0
flow-state-coop,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
adcommune,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0
muqa-org,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
arbitrumhub,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0
