slug,first_donation_date,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月
merveilles,2020-05-26T18:16:15.729Z,0,0,0,0,0,0,0,0,0,0,0,0,0
polybar,2020-12-19T17:24:46.048Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-dropzone,2018-02-26T13:13:39.857Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dokploy,2024-05-31T06:53:21.538Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openhd,2020-10-22T03:56:02.277Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ant-design-vue,2018-09-06T00:41:55.764Z,0,0,0,0,0,0,0,0,0,0,1,0,0
julialang,2021-06-15T20:37:53.501Z,0,0,2,1,0,0,0,0,1,1,4,2,0
kumbiaphp,2020-01-15T15:45:33.981Z,0,0,0,0,0,0,0,0,0,0,0,0,0
kumbiaphp,2020-01-15T15:45:33.981Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lvgl,2021-02-03T10:36:13.452Z,0,0,0,0,0,0,0,0,0,0,0,0,0
censusreporter,2021-01-29T20:39:47.184Z,0,0,0,0,0,0,0,0,0,0,0,0,0
litiengine,2020-10-05T07:30:13.664Z,0,0,0,0,0,0,0,0,0,0,0,0,0
marktext,2018-05-08T18:24:53.865Z,0,0,0,0,0,0,0,0,0,0,0,0,0
quicksilver,2022-02-01T03:27:21.249Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tabler,2018-08-29T22:57:31.821Z,0,0,0,0,0,0,0,0,0,0,0,0,0
liquidjs,2020-02-26T15:51:42.909Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bazel-rules-authors-sig,2021-12-09T00:24:09.931Z,0,0,0,0,0,0,0,0,0,0,0,0,0
advancedfx,2019-09-10T18:47:57.469Z,0,0,0,0,0,0,0,0,0,0,0,0,0
code-settings-sync,2018-03-20T13:17:26.114Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nvim-treesitter,2021-07-06T16:53:02.962Z,0,0,0,0,0,0,0,1,0,0,0,1,0
fossbilling,2022-05-23T19:17:16.885Z,3,2,0,0,1,2,13,0,2,3,3,6,7
hoppscotch,2019-10-14T16:13:59.176Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jest-preview,2022-05-28T11:58:26.039Z,0,0,0,0,0,1,0,0,0,0,0,0,1
wp-graphql,2019-03-28T18:45:27.637Z,0,0,0,0,0,1,0,0,0,0,0,0,0
bcneng,2022-04-06T12:13:52.711Z,0,0,0,0,0,0,0,0,0,0,0,0,0
patchfox,2019-06-12T02:20:10.332Z,0,0,0,0,0,0,0,0,0,0,0,0,0
applause-button,2019-02-25T20:33:39.781Z,0,0,0,0,0,0,0,0,0,0,0,0,0
urllib3,2020-12-27T20:15:17.165Z,0,0,0,0,0,0,0,0,0,0,0,0,0
selenium,2023-09-12T17:47:37.067Z,1,2,0,2,6,2,1,17,1,1,5,1,0
activitywatch,2018-07-17T22:12:47.475Z,0,0,0,0,0,0,0,0,0,0,0,0,0
welcometomygarden,2020-05-20T11:53:08.964Z,0,0,0,0,0,0,0,0,0,0,0,0,0
classicpress,2022-06-29T18:45:41.199Z,0,0,0,0,0,1,0,0,0,2,1,0,0
ngxs,2018-04-08T02:12:47.664Z,0,0,0,0,0,0,3,0,0,0,0,0,0
cncjs,2019-10-15T16:21:08.446Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nusmods,2018-08-26T17:50:14.028Z,0,0,1,0,0,0,0,0,0,0,0,0,0
reactive-resume,2023-11-25T04:39:03.334Z,0,0,0,0,0,0,0,1,0,0,0,0,0
lfortran,2022-04-05T20:08:53.196Z,0,0,0,0,0,0,0,0,0,1,0,0,0
timber,2023-02-03T21:08:23.250Z,0,0,0,0,0,0,0,0,0,0,0,0,1
pester,2019-07-01T14:00:17.361Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-pdf-wojtekmaj,2019-06-20T19:51:44.635Z,0,0,0,0,0,0,0,0,0,0,0,0,0
moveable,2019-10-13T12:37:24.379Z,0,0,0,0,0,0,0,0,0,0,0,0,0
create-react-app,2019-08-12T09:36:37.398Z,0,0,0,0,1,0,0,0,0,0,0,0,0
starship,2020-02-28T10:42:21.362Z,0,0,0,0,0,0,0,0,0,0,0,0,0
twilight,2021-09-15T13:40:38.588Z,0,3,0,0,1,1,0,0,0,1,0,0,0
pre-commit,2018-11-02T03:09:53.665Z,0,0,0,0,0,0,0,0,0,0,0,0,0
zulip,2019-03-24T03:00:06.127Z,0,3,3,1,4,2,2,1,1,1,5,5,1
flutter-webrtc,2020-07-24T17:03:10.166Z,0,0,2,26,10,9,5,8,66,16,37,4,4
react-native-iap,2018-08-13T16:14:47.214Z,25,62,80,27,33,32,54,32,46,13,32,32,2
zrythm,2020-04-13T13:19:09.046Z,0,0,0,0,0,0,0,0,0,0,0,0,0
external-secrets-org,2021-06-30T13:00:56.431Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cinny,2021-09-19T18:59:15.653Z,0,0,0,0,22,97,60,46,44,85,96,91,70
node-opcua,2021-03-08T03:35:49.184Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mapswipe,2020-06-23T16:35:24.594Z,0,0,0,0,1,1,0,0,0,0,0,0,0
resilience-web,2021-10-25T11:58:20.550Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sequel-ace,2020-09-05T15:37:29.808Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nrepl,2019-03-01T08:27:55.306Z,0,0,0,0,0,0,0,0,0,0,0,0,0
contributor-covenant,2019-11-09T18:25:50.632Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tracardi-cdp,2022-04-27T10:01:15.984Z,0,0,0,0,0,0,0,0,0,0,0,0,0
html-webpack-plugin,2018-03-27T22:39:21.782Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nuke,2019-03-13T21:45:39.426Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dearpygui,2021-03-09T01:05:52.668Z,0,0,0,0,0,0,0,0,0,0,0,0,0
prettier-ruby,2019-10-10T17:39:50.986Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tsed,2018-03-14T13:56:31.211Z,0,0,0,0,0,0,0,0,0,0,0,0,0
supabase-supasquad,2021-06-23T05:00:35.976Z,0,0,0,0,0,0,2,0,0,0,0,3,3
tsed,2018-03-14T13:56:31.211Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktokshop-php,2023-04-27T13:57:03.496Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ifme,2017-10-23T17:42:15.654Z,0,0,0,0,0,0,0,0,0,0,0,0,0
final-form,2018-03-02T16:34:28.982Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vitest,2023-03-24T16:21:26.270Z,0,1,0,0,0,0,0,0,0,0,0,0,0
java-jda,2021-12-08T00:31:08.361Z,0,0,0,0,0,0,0,0,0,0,0,0,0
blaze,2016-09-28T17:30:44.892Z,0,0,0,0,0,0,0,0,0,0,0,0,0
the-london-django-meetup-group,2018-05-09T10:00:46.742Z,0,0,0,0,1,5,15,1,6,7,5,8,0
kornia,2021-05-22T10:17:27.484Z,0,0,0,0,0,0,0,5,1,2,5,4,0
email-markup-consortium,2022-06-29T16:03:37.062Z,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript-obfuscator,2017-06-02T12:44:38.425Z,0,0,0,0,0,0,0,0,0,0,0,0,0
m68k-llvm-dev,2022-01-14T20:22:30.612Z,5,14,15,11,22,9,15,8,17,18,21,27,10
tastyigniter,2020-03-18T22:19:54.568Z,0,0,0,0,0,0,0,0,0,0,0,0,1
tastyigniter,2020-03-18T22:19:54.568Z,0,0,0,0,0,0,0,0,0,0,0,0,1
koel,2016-07-10T04:12:12.598Z,0,0,0,0,0,0,0,0,0,0,0,0,0
coding-grace,2020-01-17T22:52:58.494Z,0,0,0,0,0,0,0,0,0,0,0,0,0
projectm,2018-12-15T00:12:08.870Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nexrender,2019-12-09T08:31:37.067Z,0,0,0,0,0,0,0,0,0,0,0,0,0
phpbb,2023-01-12T22:58:41.661Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-window,2021-09-02T12:58:03.612Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fluffos-579,2021-01-08T05:36:39.773Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tvheadend,2023-12-07T21:24:52.708Z,0,1,0,0,0,0,0,0,0,0,0,0,0
tvheadend,2023-12-07T21:24:52.708Z,0,1,0,0,0,0,0,0,0,0,0,0,0
midnight-lizard,2018-11-01T10:08:11.530Z,0,0,0,0,0,0,0,0,0,0,0,0,0
medoo,2019-11-12T11:14:08.632Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bootstrap-vue-next,2023-05-17T06:18:08.931Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mybb,2018-03-28T21:14:27.996Z,0,0,0,0,0,0,0,0,0,0,0,0,0
midnight-lizard,2018-11-01T10:08:11.530Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mybb,2018-03-28T21:14:27.996Z,0,0,0,0,0,0,0,0,0,0,0,0,0
webrecorder,2022-01-11T02:56:03.970Z,0,0,0,0,0,0,0,0,0,0,0,0,0
appium,2024-05-01T06:56:54.106Z,0,0,0,0,0,0,0,0,0,1,0,0,0
ocrmypdf,2019-09-27T14:09:43.503Z,0,18,70,33,36,19,23,9,66,51,33,19,28
cdnjs,2019-07-08T16:09:49.102Z,0,0,0,0,0,0,0,0,0,0,0,0,0
graphql-flutter,2020-02-03T14:51:06.928Z,0,0,0,0,0,0,0,0,0,0,0,1,0
kitspace,2019-02-12T20:17:30.972Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cssnano,2019-07-01T11:51:15.656Z,0,0,0,0,0,0,0,0,0,0,0,0,0
typedclojure,2020-02-17T15:17:27.042Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dotenv,2019-12-19T10:53:26.030Z,0,0,0,0,0,0,0,0,0,0,0,0,0
textpattern-collective,2020-11-04T02:10:12.304Z,0,0,0,0,0,0,0,0,0,0,0,0,0
level,2018-01-25T15:03:28.860Z,0,0,0,0,0,0,0,0,0,0,0,0,0
doctoolchain,2018-11-28T21:47:52.510Z,0,0,0,0,0,0,0,0,0,0,0,0,0
heroui,2022-02-18T11:57:02.937Z,0,0,0,0,0,0,0,0,0,0,0,0,0
backyourstack,2019-03-21T12:01:54.681Z,0,0,0,0,0,0,0,0,0,0,0,0,0
formik,2019-09-27T10:52:46.349Z,0,0,0,0,0,0,0,0,0,0,0,0,0
easy-peasy,2019-10-24T11:32:36.774Z,0,0,0,0,0,0,0,0,0,0,0,0,0
element-plus,2020-10-28T12:46:33.634Z,0,0,0,0,0,0,0,0,0,0,0,0,0
moskitos,2022-03-01T19:44:22.363Z,0,0,0,0,0,0,0,0,0,0,0,0,0
js-lingui,2018-09-01T08:43:35.132Z,0,0,0,0,0,0,0,0,0,0,0,0,0
alfio,2019-08-25T15:29:57.540Z,0,0,0,0,0,0,0,1,0,0,0,0,0
openfl,2019-01-24T00:45:06.656Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lando,2019-12-31T16:49:24.544Z,0,0,0,0,0,0,0,0,0,0,0,0,0
spacevim,2019-06-14T19:29:28.321Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ua-parser-js,2021-03-11T01:33:35.336Z,0,0,0,0,0,0,0,0,0,0,0,0,0
amethyst,2018-11-27T09:01:25.452Z,0,0,0,0,0,0,0,0,0,0,0,0,0
webdrivermanager,2019-02-21T16:21:01.187Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pufferpanel,2020-08-11T00:21:11.363Z,0,0,0,0,0,0,0,0,0,0,0,0,0
netbootxyz,2019-12-01T22:15:49.500Z,0,0,0,0,0,0,0,0,0,0,0,0,0
autokeras,2018-11-12T17:09:26.328Z,0,0,0,0,0,0,0,0,0,0,0,0,0
chameleon-ultra-gui,2023-08-04T09:49:29.331Z,0,0,0,0,0,0,0,0,0,0,0,0,0
libretime,2019-08-11T19:42:51.029Z,0,0,0,0,0,0,0,0,0,0,0,0,0
deaconsocial,2022-11-18T17:48:05.127Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rrweb,2023-04-11T02:15:30.808Z,0,0,0,4,1,0,0,0,0,0,0,0,0
numpy,2021-06-14T21:16:20.425Z,0,0,0,0,1,0,0,1,0,0,0,1,0
mypaint,2020-03-02T08:33:14.940Z,0,0,0,0,0,0,0,0,0,0,0,0,0
webonyx-graphql-php,2019-04-03T19:41:22.440Z,0,0,0,0,0,4,0,0,0,0,0,0,0
vale,2020-09-29T20:15:04.803Z,0,0,0,0,0,0,0,0,0,0,0,0,0
phpstan-drupal,2021-03-04T02:05:31.169Z,0,0,0,0,0,0,0,0,0,0,0,0,0
noble,2016-09-17T14:38:27.876Z,0,0,0,0,0,0,0,0,0,0,0,0,0
arbor-chat,2021-05-10T02:34:47.850Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tabby,2019-06-01T01:00:37.500Z,0,0,0,0,0,0,1,0,0,0,0,1,0
arbor-chat,2021-05-10T02:34:47.850Z,0,0,0,0,0,0,0,0,0,0,0,0,0
amplitudejs,2019-06-20T21:20:22.052Z,0,0,0,0,0,0,0,35,2,1,0,12,0
jira-cli,2021-11-07T04:11:09.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vega-strike,2020-06-07T18:00:49.768Z,0,0,0,0,0,0,0,29,236,39,42,8,12
openrocket,2022-05-30T02:18:38.652Z,0,0,0,0,0,0,0,0,0,0,0,0,0
biojulia,2018-02-26T09:51:22.580Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vueuse,2020-10-31T05:40:21.175Z,0,0,0,0,0,0,0,0,0,0,0,0,0
asciidocfx,2018-08-05T19:48:45.651Z,0,0,0,0,0,0,0,0,0,0,0,0,0
passwordless,2019-08-09T09:47:37.133Z,0,0,0,0,0,6,3,9,13,2,0,3,0
asciidocfx,2018-08-05T19:48:45.651Z,0,0,0,0,0,0,0,0,0,0,0,0,0
quasar,2020-04-21T20:01:49.903Z,0,0,0,1,0,0,0,0,0,0,0,2,0
go-app,2020-09-01T16:06:57.838Z,0,0,0,50,15,4,2,0,7,6,12,82,0
reach-ui,2019-10-22T16:46:06.645Z,0,0,0,0,0,0,2,0,0,1,0,0,0
pokeapi,2019-07-10T22:53:14.184Z,0,0,0,0,0,0,0,0,0,0,0,0,0
javers,2019-07-14T11:35:08.638Z,0,0,0,0,0,0,0,0,0,0,0,0,0
casbin,2019-05-24T13:26:28.474Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lxqt,2021-02-16T12:05:12.228Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tahoe-lafs,2020-06-22T08:22:28.915Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open-registry,2019-04-29T15:38:19.747Z,0,0,0,0,0,0,0,0,0,0,0,0,0
civet,2023-01-07T01:33:00.311Z,0,0,0,0,0,2,0,0,0,0,0,1,0
nswag,2018-12-16T18:00:50.425Z,0,0,0,0,0,1,0,0,0,0,0,0,0
iris-social,2019-10-31T01:18:40.573Z,0,0,0,0,0,0,0,0,0,0,0,0,0
iris-social,2019-10-31T01:18:40.573Z,0,0,0,0,0,0,0,0,0,0,0,0,0
exercism,2019-04-04T14:13:52.136Z,0,0,0,0,0,0,0,0,0,0,0,0,0
the-fuse-lab,2022-05-10T05:24:01.702Z,0,0,0,0,0,0,0,0,0,0,0,0,0
exchangeratehost,2021-04-09T16:40:50.520Z,0,0,0,0,0,0,0,0,0,0,0,0,0
recharts,2020-03-31T20:05:45.645Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tampadevs,2023-01-06T22:20:11.777Z,0,0,0,0,0,0,0,0,2,1,1,0,0
rx-angular,2021-02-21T20:07:54.109Z,0,0,0,0,0,0,4,0,0,1,0,0,0
mattn-go-sqlite3,2020-09-16T16:54:32.637Z,0,0,0,0,0,0,0,0,1,0,0,0,0
hiddify,2023-02-05T18:53:16.131Z,0,0,0,0,0,0,0,1,202,235,26,10,16
itk,2022-04-11T13:13:02.834Z,1,0,1,0,3,1,2,1,2,0,0,3,0
pxls,2024-04-19T13:28:41.947Z,0,0,0,0,0,0,0,0,1,0,0,0,0
cusdis,2021-04-23T12:51:02.349Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dfir-iris,2023-07-05T09:22:50.409Z,0,0,0,0,0,0,0,0,0,0,0,0,0
codeeditapp,2022-03-30T03:59:21.133Z,0,0,0,0,0,0,3,0,0,0,0,0,0
cannlytics-company,2022-04-21T19:42:11.934Z,0,0,0,0,0,0,0,0,0,0,0,0,0
phpshopify,2021-03-31T09:37:03.639Z,0,0,0,0,0,0,0,0,0,0,0,0,0
translation-plugin,2020-02-18T18:41:53.428Z,0,0,0,0,0,0,0,0,0,0,0,0,0
opendevufcg,2021-02-26T02:39:59.600Z,0,0,0,0,0,0,0,0,0,0,0,0,0
heavy-division-simulations,2022-09-28T15:03:40.304Z,0,0,0,0,0,0,0,0,0,0,0,0,0
policyengine,2024-03-04T02:37:03.519Z,0,0,0,0,0,0,0,0,0,0,0,0,0
swiftformat,2021-02-25T20:20:23.383Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openbenches,2022-10-01T00:06:53.879Z,0,0,0,0,0,0,0,0,0,0,0,0,0
codingcoach-io,2023-08-02T12:06:16.462Z,0,0,0,0,0,0,0,0,0,0,0,0,0
simple-icons,2021-05-08T00:15:16.465Z,0,0,0,0,0,0,0,0,0,0,0,0,0
suitecrm,2019-07-09T12:53:56.888Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mytestedaspnet,2019-07-13T19:02:23.178Z,0,0,0,0,0,0,0,0,0,0,0,0,0
simple-icons,2021-05-08T00:15:16.465Z,0,0,0,0,0,0,0,0,0,0,0,0,0
24pullrequests,2017-07-11T10:12:53.828Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openshopchannel,2022-10-18T17:57:00.775Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open_stt,2019-09-03T16:05:06.177Z,0,0,0,0,0,0,0,0,0,0,0,0,0
telega,2021-01-02T00:15:33.036Z,0,0,0,0,0,0,0,0,0,0,0,0,0
silex,2021-02-20T20:49:02.505Z,0,0,0,0,0,0,0,0,0,0,0,0,0
goober,2020-05-05T18:23:55.304Z,0,0,0,0,0,0,0,0,0,0,0,0,0
matplotlib,2022-04-05T20:09:36.646Z,0,0,0,0,0,0,0,0,1,0,0,0,0
unigraph-dev,2021-11-21T06:00:59.569Z,0,0,0,0,0,0,0,0,0,0,0,0,0
chimeraos,2023-08-07T16:21:52.661Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dbgate,2021-07-06T02:02:14.185Z,0,0,0,0,0,0,0,0,0,0,0,0,0
embroidermodder,2021-11-05T17:22:04.886Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dbgate,2021-07-06T02:02:14.185Z,0,0,0,0,0,0,0,0,0,0,0,0,0
waydroid,2021-11-30T18:52:05.986Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mlem,2023-10-30T16:15:06.646Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vsformat,2021-03-15T22:00:05.244Z,0,0,0,0,0,0,0,0,0,0,0,0,0
alchemy_cms,2020-01-31T00:31:00.848Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mantinedev,2024-12-06T09:53:19.078Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rottingresearch,2023-05-04T19:28:12.052Z,0,0,0,0,0,0,0,0,0,0,2,4,0
msys2,2022-03-22T08:09:54.212Z,0,0,0,0,0,0,0,0,0,0,0,0,0
losslesscut,2019-12-03T19:53:46.858Z,0,0,0,0,0,0,0,0,0,0,0,0,0
warden,2022-11-29T19:59:01.522Z,0,0,0,0,0,0,0,0,0,0,0,0,0
libredirect,2022-12-23T16:33:13.929Z,0,80,38,43,121,27,45,29,73,46,7,47,17
warriorjs,2018-05-08T19:29:36.330Z,0,0,0,0,0,0,0,0,0,0,0,0,0
skia4delphi,2022-02-16T01:07:36.870Z,0,0,0,0,0,0,0,0,0,0,0,0,0
skia4delphi,2022-02-16T01:07:36.870Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bokeh,2022-04-05T18:44:21.948Z,0,0,0,0,0,0,0,0,0,0,0,1,0
css-doodle,2019-09-05T18:53:57.410Z,0,0,0,0,0,0,0,0,0,0,0,0,0
slimphp,2019-06-20T17:48:13.184Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gdm-settings,2023-08-09T04:09:34.034Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gdm-settings,2023-08-09T04:09:34.034Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sapphiredev,2021-12-05T21:40:41.936Z,0,0,1,0,0,0,0,0,0,0,0,0,0
doks,2021-10-06T10:30:43.810Z,0,0,10,27,11,36,37,2,0,43,25,15,3
sagernet,2021-05-01T05:40:57.455Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pyenv,2021-10-16T14:01:04.196Z,0,0,0,0,0,0,0,1,0,0,0,0,0
pyenv,2021-10-16T14:01:04.196Z,0,0,0,0,0,0,0,1,0,0,0,0,0
stalwart,2024-09-24T10:31:06.924Z,0,28,56,28,37,53,60,40,20,50,65,16,28
cloudbox,2019-11-10T15:43:14.984Z,0,0,0,0,0,0,0,0,0,0,0,0,0
komapper,2023-02-25T01:59:11.275Z,0,0,0,0,0,0,2,0,1,0,0,0,0
tinygo,2022-11-20T16:24:57.546Z,0,0,0,0,0,0,0,0,0,1,0,0,0
cboard,2018-02-19T22:04:43.764Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pelias,2020-08-30T01:45:39.372Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tinygo,2022-11-20T16:24:57.546Z,0,0,0,0,0,0,0,0,0,1,0,0,0
gpujs,2019-08-05T04:14:30.900Z,0,0,0,0,0,0,0,0,0,0,0,0,0
simulide,2024-12-03T05:59:18.688Z,0,0,0,0,0,0,0,0,0,0,0,0,0
chatwoot,2021-04-19T10:07:08.051Z,0,0,0,0,0,0,0,0,1,0,2,2,2
homepage,2024-02-04T13:54:25.403Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hardkoded-projects,2019-02-01T22:00:33.572Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hardkoded-projects,2019-02-01T22:00:33.572Z,0,0,0,0,0,0,0,0,0,0,0,0,0
galacean,2021-07-15T06:24:33.904Z,0,0,0,0,0,0,0,0,0,0,38,20,5
kuma-ui,2023-08-05T18:49:07.371Z,0,0,0,0,1,1,0,0,0,0,0,0,0
dbatools,2019-07-09T15:13:59.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gdal,2022-04-05T19:42:02.897Z,0,0,0,0,0,0,0,0,0,0,0,0,0
visual-regression-tracker,2021-02-24T09:09:31.791Z,0,0,0,0,0,0,0,0,0,0,0,0,0
modulestf,2019-06-08T14:48:53.633Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dbatools,2019-07-09T15:13:59.442Z,0,0,0,0,0,0,0,0,0,0,0,0,0
duostories,2023-08-17T00:11:01.343Z,0,2,0,0,3,2,0,1,2,2,0,0,0
falcon,2018-10-06T16:14:40.026Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vllm,2024-05-01T07:26:22.904Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lark,2021-03-23T02:21:36.503Z,0,0,0,0,0,0,0,0,0,0,0,0,0
infection,2020-10-18T21:02:34.553Z,0,0,0,0,0,0,0,0,0,0,0,0,0
beercss,2023-04-06T07:27:35.894Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cassowary,2022-02-22T16:30:29.591Z,0,0,0,0,0,0,0,0,0,0,0,0,0
feedback-prime,2022-03-30T04:04:32.567Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cadcad1,2020-05-17T10:34:51.778Z,0,0,0,0,0,0,36,97,31,77,61,0,1
casljs,2020-02-03T05:24:22.810Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pymc,2021-06-14T21:27:30.439Z,0,0,0,0,0,0,0,1,0,0,1,27,36
stylus,2022-06-25T03:32:49.899Z,0,0,3,5,0,0,0,0,0,3,0,0,0
mwmbl,2022-02-02T16:12:25.718Z,0,0,0,0,0,0,0,0,0,0,0,0,0
leafletjs,2022-05-25T14:51:15.930Z,0,8,13,9,4,13,14,11,6,6,2,0,0
typia,2022-10-24T10:42:32.894Z,0,0,0,0,0,0,0,0,0,0,0,0,0
scipy,2022-04-05T20:39:19.137Z,0,1,0,0,0,0,0,1,0,0,0,0,0
validatorjs,2019-01-30T16:42:20.377Z,0,0,0,0,0,0,0,0,0,0,9,5,11
aiogram,2019-05-24T20:52:54.117Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pyke-osai,2023-09-29T18:39:38.945Z,0,0,0,0,0,0,0,0,0,0,0,0,0
retrospring,2023-01-30T18:00:47.887Z,0,8,2,0,0,0,0,0,0,0,0,0,0
accounts-js,2018-07-23T01:39:35.188Z,0,0,0,0,0,0,0,1,0,0,0,0,0
