slug,first_donation_date,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月
cupy,2023-12-03T10:39:03.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cupy,2023-12-03T10:39:03.122Z,0,0,0,0,0,0,0,0,0,0,0,0,0
notesnook,2022-11-05T17:29:18.048Z,0,0,0,0,0,0,0,0,0,0,0,0,0
just-the-docs,2023-01-24T16:00:40.613Z,0,3,3,3,4,1,1,1,4,6,2,5,4
poliastro,2019-10-13T10:51:23.656Z,0,0,0,0,0,0,0,0,0,0,0,0,0
notesnook,2022-11-05T17:29:18.048Z,0,0,0,0,0,0,0,0,0,0,0,0,0
poliastro,2019-10-13T10:51:23.656Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mathesar,2023-03-15T20:15:45.443Z,0,0,0,0,0,0,0,0,0,0,1,0,0
mathesar,2023-03-15T20:15:45.443Z,0,0,0,0,0,0,0,0,0,0,1,0,0
gacp,2020-02-22T21:25:17.059Z,0,0,0,0,0,0,0,0,0,1,0,0,0
univer,2023-12-26T03:21:20.578Z,0,0,0,0,0,0,0,0,0,0,0,0,0
blosc,2022-04-05T18:43:03.620Z,0,0,0,0,0,0,0,0,0,0,0,0,0
univer,2023-12-26T03:21:20.578Z,0,0,0,0,0,0,0,0,0,0,0,0,0
witchcraft,2019-02-14T03:41:55.032Z,0,0,0,0,0,0,0,0,0,0,0,0,0
django-import-export,2023-06-26T10:06:19.926Z,0,0,0,0,0,0,0,0,0,0,0,0,0
babybuddy,2021-09-25T21:57:49.734Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vvvebjs,2019-04-10T09:29:08.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vvvebjs,2019-04-10T09:29:08.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vvvebjs,2019-04-10T09:29:08.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
spiral-collective,2021-04-05T05:11:42.706Z,11,11,18,6,6,9,6,2,6,4,8,5,1
dynamoose,2020-05-06T03:42:00.576Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamoose,2020-05-06T03:42:00.576Z,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamoose,2020-05-06T03:42:00.576Z,0,0,0,0,0,0,0,0,0,0,0,0,0
appium-device-farm,2024-05-05T09:45:22.490Z,0,0,0,1,0,0,0,1,0,0,0,0,0
appium-device-farm,2024-05-05T09:45:22.490Z,0,0,0,1,0,0,0,1,0,0,0,0,0
domino-ui,2024-02-22T15:25:19.493Z,0,0,0,0,0,0,0,0,0,0,0,0,0
instantos,2022-08-16T20:02:52.360Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rustpython,2022-04-22T16:09:10.764Z,0,1,0,0,0,0,0,0,0,0,0,0,0
semantic-release,2021-05-06T15:34:23.381Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rustpython,2022-04-22T16:09:10.764Z,0,1,0,0,0,0,0,0,0,0,0,0,0
codeowners-generator,2023-03-01T16:43:11.849Z,0,0,0,0,0,1,2,0,0,0,0,0,0
rust-battery,2019-06-04T07:57:59.235Z,0,0,0,0,0,0,0,0,0,0,0,0,0
saasfly,2024-04-19T15:11:29.449Z,0,0,0,0,1,5,34,15,3,7,3,6,0
codeowners-generator,2023-03-01T16:43:11.849Z,0,0,0,0,0,1,2,0,0,0,0,0,0
geostyler,2023-05-23T06:54:52.580Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pmd,2021-03-01T18:12:03.269Z,0,1,0,0,0,0,1,0,0,0,0,0,0
breathe,2023-01-04T02:54:01.961Z,0,0,0,0,0,0,0,0,0,0,0,0,0
civic-tech-field-guide,2022-06-24T12:43:33.416Z,0,0,0,0,0,0,0,0,0,0,0,0,0
amogos,2021-08-12T20:08:35.183Z,0,0,0,0,0,0,0,0,0,0,0,0,0
deskreen,2021-01-19T08:22:26.873Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pgai-collective,2024-03-21T00:30:30.998Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pgai-collective,2024-03-21T00:30:30.998Z,0,0,0,0,0,0,0,0,0,0,0,0,0
apollo-elements,2021-02-01T10:52:33.831Z,0,0,0,0,0,0,0,0,0,0,0,0,0
apollo-elements,2021-02-01T10:52:33.831Z,0,0,0,0,0,0,0,0,0,0,0,0,0
postgres,2023-07-30T10:42:59.228Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open-app-ecosystem,2020-02-14T15:11:07.723Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mlpack,2022-04-05T20:16:09.166Z,0,0,0,0,0,0,0,1,0,0,0,0,0
color,2024-07-12T04:41:31.074Z,0,1,0,0,0,0,0,1,0,0,0,0,0
react-awesome-query-builder,2020-02-15T17:04:13.789Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-material,2020-07-03T14:21:04.851Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-material,2020-07-03T14:21:04.851Z,0,0,0,0,0,0,0,0,0,0,0,0,0
color,2024-07-12T04:41:31.074Z,0,1,0,0,0,0,0,1,0,0,0,0,0
django-crispy-forms,2023-11-28T18:40:25.644Z,0,0,0,0,0,0,0,0,0,0,0,0,0
xdebug,2020-07-17T09:03:33.686Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sopel,2020-04-21T11:34:16.215Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lycheeorg,2024-02-28T14:05:03.336Z,0,0,0,0,0,1,0,1,1,1,0,0,0
websockets,2024-02-28T14:11:54.585Z,0,0,3,0,3,0,0,0,0,0,0,0,0
lowdefy-os,2023-08-02T15:48:26.873Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lycheeorg,2024-02-28T14:05:03.336Z,0,0,0,0,0,1,0,1,1,1,0,0,0
urduhack,2019-07-04T23:24:10.198Z,0,0,0,0,0,0,0,0,0,0,0,0,0
urduhack,2019-07-04T23:24:10.198Z,0,0,0,0,0,0,0,0,0,0,0,0,0
monotorrent,2020-02-03T15:58:10.734Z,0,0,0,0,0,0,0,0,0,0,0,0,0
doc-detective,2024-04-30T10:53:59.142Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cspell,2022-02-13T18:20:27.413Z,5,5,9,6,6,6,9,9,7,9,4,2,1
revogrid,2022-08-15T13:07:11.927Z,0,0,0,0,0,0,0,0,0,0,0,0,0
revogrid,2022-08-15T13:07:11.927Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cp-algorithms,2024-02-28T14:11:57.074Z,0,0,0,0,0,0,0,0,3,12,74,65,7
loadable,2019-04-22T15:58:55.186Z,36,37,12,22,15,17,18,11,11,6,5,11,3
revogrid,2022-08-15T13:07:11.927Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vanilla-rtb,2018-10-14T18:49:54.863Z,0,0,0,0,0,0,0,0,0,0,0,0,0
prettier-eslint,2024-03-28T20:37:46.508Z,0,0,0,0,0,0,0,0,0,0,0,0,0
semaphore,2022-10-22T08:53:13.829Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gfx-rs,2021-05-04T14:20:19.856Z,0,0,0,1,40,59,71,23,5,1,0,0,0
gfx-rs,2021-05-04T14:20:19.856Z,0,0,0,1,40,59,71,23,5,1,0,0,0
ngx-bootstrap,2019-04-15T11:00:58.396Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ngx-bootstrap,2019-04-15T11:00:58.396Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fre,2021-07-13T00:22:06.863Z,0,0,67,70,21,137,9,58,29,6,19,3,3
decap,2024-02-27T11:33:47.679Z,0,0,3,1,0,2,0,3,1,1,1,0,1
peerbit,2022-11-21T10:19:08.779Z,0,0,0,0,0,0,0,0,0,0,0,0,0
csstree,2024-09-03T13:45:57.174Z,0,0,0,0,0,0,0,0,0,0,0,0,0
csstree,2024-09-03T13:45:57.174Z,0,0,0,0,0,0,0,0,0,0,0,0,0
css-gg,2020-02-16T14:03:38.418Z,0,0,0,0,0,0,0,0,0,0,0,0,0
donut,2019-04-08T11:10:20.458Z,0,0,0,0,0,73,32,14,20,17,10,3,0
donut,2019-04-08T11:10:20.458Z,0,0,0,0,0,73,32,14,20,17,10,3,0
sled,2019-07-23T10:10:47.227Z,0,0,0,0,0,0,0,0,0,0,0,0,0
css-gg,2020-02-16T14:03:38.418Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sled,2019-07-23T10:10:47.227Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hydephp,2024-10-22T11:00:03.680Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fluentvalidation,2022-12-25T15:04:55.591Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hydephp,2024-10-22T11:00:03.680Z,0,0,0,0,0,0,0,0,0,0,0,0,0
actionshub,2023-05-15T08:42:15.223Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fluentvalidation,2022-12-25T15:04:55.591Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-tables-2,2019-11-20T18:23:59.044Z,0,0,0,0,0,0,0,0,0,0,0,0,0
javaparser,2023-11-22T05:53:27.922Z,0,0,0,0,0,0,0,0,0,0,0,0,1
javaparser,2023-11-22T05:53:27.922Z,0,0,0,0,0,0,0,0,0,0,0,0,1
php-service-bus,2019-08-02T19:50:14.265Z,0,0,0,0,0,0,0,0,0,0,0,0,0
opennox,2022-10-13T08:42:45.528Z,0,0,0,0,0,0,0,1,0,0,0,0,0
php-service-bus,2019-08-02T19:50:14.265Z,0,0,0,0,0,0,0,0,0,0,0,0,0
kstatemachine,2024-07-05T10:06:28.146Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mariadb4j,2023-05-11T15:05:14.870Z,0,0,0,0,0,0,0,0,0,0,0,0,0
plyr,2020-03-14T10:37:59.710Z,0,0,0,0,0,0,0,0,0,0,0,0,0
plyr,2020-03-14T10:37:59.710Z,0,0,0,0,0,0,0,0,0,0,0,0,0
raspbernetes,2020-08-03T00:50:28.876Z,0,0,0,0,0,0,0,0,0,0,0,0,0
raspbernetes,2020-08-03T00:50:28.876Z,0,0,0,0,0,0,0,0,0,0,0,0,0
organilab,2024-08-02T14:24:35.371Z,0,0,0,0,0,0,0,0,0,0,0,0,0
simply,2022-02-17T05:54:27.338Z,0,0,0,0,0,0,0,0,0,0,0,0,0
simply,2022-02-17T05:54:27.338Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pion,2025-01-07T15:21:48.527Z,0,0,0,0,0,0,0,0,0,0,0,0,0
playfulprogramming,2024-02-22T21:05:48.837Z,0,0,0,0,0,0,0,0,0,0,0,0,0
the-katzenpost-software-project,2019-02-18T14:54:26.400Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ohmyform-sustainability,2020-06-16T07:34:54.714Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ohmyform-sustainability,2020-06-16T07:34:54.714Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nodebook,2019-04-28T16:20:25.614Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nodebook,2019-04-28T16:20:25.614Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-calendar,2020-06-03T17:03:19.219Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-calendar,2020-06-03T17:03:19.219Z,0,0,0,0,0,0,0,0,0,0,0,0,0
coronatracker,2020-04-21T22:28:37.448Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pep8speaks,2021-06-15T04:15:40.695Z,0,0,0,0,0,0,0,0,0,0,0,0,0
the-katzenpost-software-project,2019-02-18T14:54:26.400Z,0,0,0,0,0,0,0,0,0,0,0,0,0
rspamd_project,2019-06-27T07:47:37.382Z,0,0,0,0,0,0,0,0,0,0,0,0,0
slideshowp2,2019-11-13T08:08:16.302Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ng-web-apis,2021-07-13T16:03:22.564Z,0,0,0,0,0,0,0,0,0,0,0,0,0
electerm,2023-09-25T19:41:54.627Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ng-web-apis,2021-07-13T16:03:22.564Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jaeles-project,2019-12-01T17:37:53.784Z,0,0,0,0,0,0,0,0,0,0,0,0,0
open-research-calendar,2022-10-01T23:25:38.762Z,0,0,0,0,0,0,0,0,0,0,0,0,0
educode,2019-09-02T16:55:03.932Z,0,0,0,0,0,0,0,0,0,0,0,0,0
contribkanban,2019-06-04T01:24:03.006Z,0,0,0,0,0,0,0,0,0,0,0,0,0
contribkanban,2019-06-04T01:24:03.006Z,0,0,0,0,0,0,0,0,0,0,0,0,0
stacer,2019-11-22T17:38:32.162Z,0,0,0,0,0,0,0,0,0,0,0,0,0
educode,2019-09-02T16:55:03.932Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jaeles-project,2019-12-01T17:37:53.784Z,0,0,0,0,0,0,0,0,0,0,0,0,0
contribkanban,2019-06-04T01:24:03.006Z,0,0,0,0,0,0,0,0,0,0,0,0,0
nthumods,2024-09-02T00:23:52.022Z,0,0,0,0,0,0,0,0,0,0,0,0,0
verso,2024-09-03T14:28:46.156Z,0,0,0,0,0,0,0,0,0,0,0,0,0
toybox,2022-05-06T02:24:15.211Z,0,0,0,0,0,0,0,0,0,0,0,0,0
syspass,2022-04-28T08:50:25.111Z,0,0,0,0,0,0,0,0,0,0,0,0,0
oapi-codegen,2024-09-20T04:22:32.717Z,0,0,0,0,0,0,1,0,0,0,0,0,0
wenyan-lang,2020-02-08T20:07:49.855Z,0,0,0,0,0,0,0,0,0,0,0,0,0
oxygenjl,2024-05-27T15:34:47.480Z,0,0,11,16,9,12,4,9,0,0,5,5,1
syspass,2022-04-28T08:50:25.111Z,0,0,0,0,0,0,0,0,0,0,0,0,0
oxygenjl,2024-05-27T15:34:47.480Z,0,0,11,16,9,12,4,9,0,0,5,5,1
oapi-codegen,2024-09-20T04:22:32.717Z,0,0,0,0,0,0,1,0,0,0,0,0,0
gridjs,2021-01-06T21:00:37.030Z,0,0,0,0,0,0,0,0,0,0,0,0,0
oapi-codegen,2024-09-20T04:22:32.717Z,0,0,0,0,0,0,1,0,0,0,0,0,0
oapi-codegen,2024-09-20T04:22:32.717Z,0,0,0,0,0,0,1,0,0,0,0,0,0
toybox,2022-05-06T02:24:15.211Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ihateregex,2020-02-17T12:07:51.308Z,0,0,0,0,0,0,0,0,0,0,0,0,0
intellij-elixir,2019-07-04T10:05:00.056Z,0,0,0,0,0,0,0,0,0,0,0,0,0
material-table,2019-12-06T02:02:24.377Z,0,0,0,0,0,0,0,0,0,0,0,0,0
camelot,2020-01-09T18:52:36.257Z,0,0,0,0,0,0,0,0,0,0,0,0,0
gapstyle,2022-02-13T16:03:49.042Z,0,0,0,0,0,0,0,0,0,0,0,0,0
aflpluspluseu,2021-06-12T01:02:28.307Z,0,1,0,0,0,6,8,0,0,0,0,0,0
cloudcmd,2017-09-22T13:12:52.750Z,0,0,0,0,0,0,0,0,0,0,0,0,0
camelot,2020-01-09T18:52:36.257Z,0,0,0,0,0,0,0,0,0,0,0,0,0
aflpluspluseu,2021-06-12T01:02:28.307Z,0,1,0,0,0,6,8,0,0,0,0,0,0
gapstyle,2022-02-13T16:03:49.042Z,0,0,0,0,0,0,0,0,0,0,0,0,0
twtxt,2021-02-21T15:47:14.857Z,0,0,0,0,0,0,0,0,0,0,0,0,0
material-table,2019-12-06T02:02:24.377Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jest-puppeteer,2018-09-26T15:52:09.938Z,0,0,0,0,2,7,19,0,16,12,9,8,4
logchimp,2021-07-20T19:08:32.616Z,0,0,0,0,0,8,11,7,8,18,14,2,0
mdanalysis,2022-04-05T20:12:43.276Z,0,0,0,0,0,0,0,0,0,0,1,0,0
frontpage,2024-10-24T23:06:09.659Z,0,0,0,0,1,0,0,0,0,0,0,0,0
frontpage,2024-10-24T23:06:09.659Z,0,0,0,0,1,0,0,0,0,0,0,0,0
snabbdom,2020-09-06T00:11:57.528Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mdanalysis,2022-04-05T20:12:43.276Z,0,0,0,0,0,0,0,0,0,0,1,0,0
snabbdom,2020-09-06T00:11:57.528Z,0,0,0,0,0,0,0,0,0,0,0,0,0
frontpage,2024-10-24T23:06:09.659Z,0,0,0,0,1,0,0,0,0,0,0,0,0
bbchallenge,2024-09-12T14:43:56.913Z,0,0,0,0,0,0,0,0,0,0,0,0,0
korge,2020-01-23T06:23:55.301Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cadmium,2020-01-11T13:33:56.676Z,0,0,0,0,0,0,0,0,0,0,0,0,0
react-design-editor,2019-12-06T04:43:58.782Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openms,2021-06-11T01:53:34.360Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sgkit,2022-10-26T19:43:33.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sgkit,2022-10-26T19:43:33.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0
orangopus,2019-08-03T15:43:54.433Z,0,0,0,0,0,0,0,0,0,0,0,0,0
enraged-rabbit-community,2024-07-25T22:16:49.243Z,0,0,0,0,0,0,0,0,0,0,0,0,0
orangopus,2019-08-03T15:43:54.433Z,0,0,0,0,0,0,0,0,0,0,0,0,0
oi-wiki,2020-10-19T09:07:21.746Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sgkit,2022-10-26T19:43:33.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0
enraged-rabbit-community,2024-07-25T22:16:49.243Z,0,0,0,0,0,0,0,0,0,0,0,0,0
enraged-rabbit-community,2024-07-25T22:16:49.243Z,0,0,0,0,0,0,0,0,0,0,0,0,0
orangopus,2019-08-03T15:43:54.433Z,0,0,0,0,0,0,0,0,0,0,0,0,0
drupalnj,2022-06-06T20:57:04.148Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cglm,2020-06-06T08:58:38.362Z,0,0,0,0,0,0,0,0,0,0,0,0,0
casdoor,2023-09-25T19:41:11.489Z,0,0,0,0,0,0,0,0,0,0,0,0,0
heti,2022-06-18T17:42:22.049Z,0,0,0,0,0,0,0,0,0,0,0,0,0
heti,2022-06-18T17:42:22.049Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cglm,2020-06-06T08:58:38.362Z,0,0,0,0,0,0,0,0,0,0,0,0,0
code-for-dayton,2023-11-07T23:56:41.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0
code-for-dayton,2023-11-07T23:56:41.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0
moonshine,2023-06-29T18:40:35.790Z,0,0,0,0,0,0,0,0,0,0,0,0,0
moonshine,2023-06-29T18:40:35.790Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bootscore,2023-09-27T10:22:12.118Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fayettevillejs,2020-01-21T02:32:21.735Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tone-row,2021-05-10T20:10:33.637Z,0,0,0,0,0,0,0,0,0,0,0,0,0
heti,2022-06-18T17:42:22.049Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fayettevillejs,2020-01-21T02:32:21.735Z,0,0,0,0,0,0,0,0,0,0,0,0,0
moonshine,2023-06-29T18:40:35.790Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tone-row,2021-05-10T20:10:33.637Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tone-row,2021-05-10T20:10:33.637Z,0,0,0,0,0,0,0,0,0,0,0,0,0
fritzing,2019-07-04T06:31:14.332Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pixi-viewport,2021-11-11T15:13:45.280Z,0,0,0,0,0,0,0,0,0,0,0,0,0
tesseractjs,2019-11-27T06:09:35.242Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openstf,2019-06-28T06:17:04.872Z,0,0,0,0,0,0,0,0,0,0,0,0,0
utopia-project,2024-10-17T20:48:00.388Z,33,78,48,238,2,1,88,151,5,81,175,40,4
openandroidinstaller,2023-08-04T15:47:12.343Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hoplon,2019-07-07T14:29:33.460Z,0,0,0,0,0,0,0,0,0,0,0,0,0
openstf,2019-06-28T06:17:04.872Z,0,0,0,0,0,0,0,0,0,0,0,0,0
hoplon,2019-07-07T14:29:33.460Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mewsfeed,2023-04-11T15:48:31.024Z,0,0,0,0,0,0,0,0,0,0,0,0,0
cpeditor,2021-04-01T11:12:24.433Z,0,0,0,0,0,0,0,0,3,0,1,1,0
hoplon,2019-07-07T14:29:33.460Z,0,0,0,0,0,0,0,0,0,0,0,0,0
select2,2019-12-14T22:21:27.586Z,0,0,1,0,0,0,0,0,0,0,0,0,0
renative,2019-08-23T18:16:07.632Z,0,0,0,0,0,0,0,0,0,0,0,0,0
profile-md,2022-02-07T21:54:01.680Z,0,0,0,0,0,0,0,0,0,0,0,0,0
utopia-project,2024-10-17T20:48:00.388Z,33,78,48,238,2,1,88,151,5,81,175,40,4
expand,2019-05-28T08:01:12.112Z,0,0,0,0,0,0,0,0,0,0,0,0,0
profile-md,2022-02-07T21:54:01.680Z,0,0,0,0,0,0,0,0,0,0,0,0,0
expand,2019-05-28T08:01:12.112Z,0,0,0,0,0,0,0,0,0,0,0,0,0
libreplan,2024-08-02T13:34:23.538Z,0,0,0,0,0,0,0,0,0,0,0,0,0
renative,2019-08-23T18:16:07.632Z,0,0,0,0,0,0,0,0,0,0,0,0,0
sfml,2024-10-03T16:43:14.598Z,0,0,0,0,0,0,0,0,0,0,0,0,0
profile-md,2022-02-07T21:54:01.680Z,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-facing-decorator,2023-08-14T06:20:31.683Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ng-matero,2020-02-05T02:59:24.724Z,0,0,0,0,0,0,0,0,0,0,0,0,0
deep-cover,2021-07-08T09:26:34.383Z,0,0,0,0,0,0,0,0,0,0,0,0,0
leafletglify,2020-11-09T13:48:53.840Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ngx-scrollbar,2019-08-26T01:32:48.851Z,0,0,0,0,0,0,0,0,0,0,0,0,0
lukehaas,2024-06-03T13:34:56.943Z,0,0,0,0,0,0,0,0,0,0,0,0,0
ng-matero,2020-02-05T02:59:24.724Z,0,0,0,0,0,0,0,0,0,0,0,0,0
powernukkit,2021-02-13T01:48:16.059Z,0,0,0,0,0,0,0,0,0,0,0,0,0
pikepdf,2021-07-26T13:20:34.318Z,0,0,0,0,0,0,0,0,0,0,0,0,0
leafletglify,2020-11-09T13:48:53.840Z,0,0,0,0,0,0,0,0,0,0,0,0,0
aframe,2024-11-22T20:27:48.276Z,0,0,0,0,0,0,0,0,0,0,0,0,0
aspnetcore-developer-roadmap,2019-04-01T12:37:04.134Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bodymovin-extension,2021-01-06T21:05:06.048Z,0,0,0,0,0,65,7,5,8,2,9,6,1
cantera,2022-04-05T18:47:04.498Z,0,0,0,0,0,0,0,0,0,0,0,0,0
mkdocs,2023-08-29T15:37:49.267Z,0,0,0,0,0,1,0,0,0,0,0,0,0
aframe,2024-11-22T20:27:48.276Z,0,0,0,0,0,0,0,0,0,0,0,0,0
extenject,2018-08-17T08:24:51.603Z,1,29,21,32,108,59,84,60,45,9,1,7,21
cantera,2022-04-05T18:47:04.498Z,0,0,0,0,0,0,0,0,0,0,0,0,0
deck-of-cards,2019-06-02T21:01:29.038Z,0,0,0,0,0,0,0,0,0,0,0,0,0
bowser,2020-02-02T23:50:03.414Z,0,0,0,0,6,23,3,2,2,4,6,13,0
formily,2020-01-02T05:23:05.486Z,0,1,0,0,0,2,0,0,0,0,0,0,0
deck-of-cards,2019-06-02T21:01:29.038Z,0,0,0,0,0,0,0,0,0,0,0,0,0
formily,2020-01-02T05:23:05.486Z,0,1,0,0,0,2,0,0,0,0,0,0,0
deck-of-cards,2019-06-02T21:01:29.038Z,0,0,0,0,0,0,0,0,0,0,0,0,0
extenject,2018-08-17T08:24:51.603Z,1,29,21,32,108,59,84,60,45,9,1,7,21
countries-states-cities,2020-09-18T22:32:57.059Z,0,0,0,0,0,0,0,0,0,0,0,0,0
formily,2020-01-02T05:23:05.486Z,0,1,0,0,0,2,0,0,0,0,0,0,0
inure,2023-02-02T05:07:13.813Z,0,0,0,0,0,0,0,0,0,0,0,0,0
jsstore,2020-05-16T11:14:04.256Z,0,0,0,0,0,0,0,0,0,0,0,0,0
unikraft,2024-10-23T20:36:24.115Z,0,0,0,0,0,0,0,0,0,0,0,0,0
inure,2023-02-02T05:07:13.813Z,0,0,0,0,0,0,0,0,0,0,0,0,0
supabase-php,2022-12-12T20:26:41.542Z,0,0,0,0,0,0,5,0,0,0,0,0,0
inure,2023-02-02T05:07:13.813Z,0,0,0,0,0,0,0,0,0,0,0,0,0
